video,method,observation_class,q_obs_mean,q_obs_median,q_dyn_raw_mean,q_dyn_raw_median,q_dyn_mean,q_dyn_median,q_osc_mean,q_osc_median,obs_osc_support_mean,obs_osc_support_median,obs_full_support_mean,obs_full_support_median,obs_nonosc_need_mean,obs_nonosc_need_median,obs_nonosc_need_eff_mean,obs_nonosc_need_eff_median,residual_prior_mean,residual_prior_median,aper_drive_mean,aper_drive_median,helper_trust_mean,helper_trust_median,helper_bias_conf_mean,helper_bias_conf_median,pi_mean,pi_median,lambda_mean,lambda_median,lambda_lt095_frac,nu_mean,nu_median,R_mean,R_median,helper_mismatch_mean,helper_mismatch_median,freq_rescue_active_frac,output_rate_blend_active_frac,obs_fit_corr,obs_fit_rmse,obs_lag_sec,obs_g_h1,obs_g_h2,obs_g_b,obs_g_r,Qosc_scale_mean,Qaper_scale_mean,baseline_energy_ratio,residual_energy_ratio,max_abs_zfull_minus_zosc,max_abs_zosc_causal_minus_smoothed
mahnob_2996,profile1d_cubic__parh_ossm,P1D_cub,0.9222,0.9673,0.7401,0.9379,0.7401,0.9379,0.8206,0.8423,0.9969,0.9993,0.9980,0.9994,0.0015,0.0006,0.0015,0.0006,1.0000,1.0000,0.1794,0.1577,1.0000,1.0000,0.0000,0.0000,0.9222,0.9673,1.0400,1.0000,0.0000,123.6954,200.0000,0.0369,0.0342,0.0965,0.0819,0.0000,0.0000,0.9713,0.1832,0.0000,0.9916,1.0589,0.0000,0.0000,1.3700,1.7174,0.0000,0.0000,0.0000,0.6559
mahnob_2996,profile1d_consensus__parh_ossm,P1D_cons,0.9271,0.9632,0.6923,0.8410,0.6923,0.8410,0.6624,0.6478,0.9983,0.9995,0.9989,0.9995,0.0009,0.0005,0.0009,0.0005,1.0000,1.0000,0.3376,0.3522,1.0000,1.0000,0.0000,0.0000,0.9271,0.9632,1.0162,1.0000,0.0000,163.3846,200.0000,0.0389,0.0370,0.0833,0.0665,0.0000,0.0000,0.9491,0.2932,0.0000,1.0202,1.1535,0.0000,0.0000,1.3461,2.3502,0.0000,0.0000,0.0000,0.3663
mahnob_2998,of_farneback__parh_ossm,OF,0.9196,0.9727,0.7174,0.9083,0.7174,0.9083,0.7991,0.8113,0.8827,0.9461,0.9768,0.9955,0.1020,0.0482,0.1020,0.0482,1.0000,1.0000,0.2009,0.1887,1.0000,1.0000,0.0000,0.0000,0.9196,0.9727,1.0290,1.0000,0.0697,116.9565,200.0000,0.0785,0.0396,0.0879,0.0763,0.0027,0.3658,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3587,1.8038,0.0190,0.1007,1.2571,1.5058
mahnob_2998,of_disp_bridge__parh_ossm,OF_bridge,0.9262,0.9602,0.6391,0.7801,0.6391,0.7801,0.8635,0.8865,0.9447,0.9782,0.9992,0.9997,0.0513,0.0189,0.0513,0.0189,1.0000,1.0000,0.1365,0.1135,1.0000,1.0000,0.0000,0.0000,0.9262,0.9602,1.0213,1.0000,0.0000,154.1554,200.0000,0.0388,0.0366,0.0721,0.0597,0.0020,0.3003,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3195,1.5460,0.0140,0.0317,0.5458,0.9337
mahnob_2998,dof__parh_ossm,DoF,0.9242,0.9706,0.7298,0.9181,0.7298,0.9181,0.6529,0.6446,0.9648,0.9805,0.9986,0.9997,0.0308,0.0171,0.0308,0.0171,1.0000,1.0000,0.3471,0.3554,1.0000,1.0000,0.0000,0.0000,0.9242,0.9706,1.0505,1.0000,0.0000,123.0709,200.0000,0.0412,0.0362,0.0966,0.0778,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3649,2.3886,0.0067,0.0168,0.5603,0.9982
mahnob_2998,dof_disp_bridge__parh_ossm,DoF_bridge,0.9232,0.9661,0.6649,0.7679,0.6649,0.7679,0.6670,0.6428,0.9757,0.9872,0.9988,0.9997,0.0207,0.0119,0.0207,0.0119,1.0000,1.0000,0.3330,0.3572,1.0000,1.0000,0.0000,0.0000,0.9232,0.9661,1.0319,1.0000,0.0000,142.8999,200.0000,0.0411,0.0369,0.0826,0.0592,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3325,2.3319,0.0194,0.0173,0.7132,0.7455
mahnob_2998,profile1d_linear__parh_ossm,P1D_lin,0.9267,0.9660,0.7462,0.9665,0.7462,0.9665,0.6311,0.6243,0.9716,0.9871,0.9957,0.9990,0.0233,0.0117,0.0233,0.0117,1.0000,1.0000,0.3689,0.3757,1.0000,1.0000,0.0000,0.0000,0.9267,0.9660,1.0246,1.0000,0.0000,146.4914,200.0000,0.0582,0.0342,0.1096,0.0900,0.0005,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3731,2.4757,0.0019,0.0076,0.4032,1.5618
mahnob_2998,profile1d_quadratic__parh_ossm,P1D_quad,0.9236,0.9710,0.8712,0.9992,0.8712,0.9992,0.5661,0.5724,0.9897,0.9990,0.9933,0.9991,0.0042,0.0009,0.0042,0.0009,1.0000,1.0000,0.4339,0.4276,1.0000,1.0000,0.0000,0.0000,0.9236,0.9710,1.0400,1.0000,0.0037,133.0218,200.0000,0.0638,0.0342,0.1399,0.1319,0.0000,0.0000,0.9595,0.2397,0.0000,0.9246,0.8840,0.0000,0.0000,1.4356,2.7355,0.0000,0.0000,0.0000,1.6974
mahnob_2998,profile1d_cubic__parh_ossm,P1D_cub,0.9241,0.9708,0.8198,0.9963,0.8198,0.9963,0.5907,0.5987,0.9911,0.9991,0.9947,0.9991,0.0040,0.0009,0.0040,0.0009,1.0000,1.0000,0.4093,0.4013,1.0000,1.0000,0.0000,0.0000,0.9241,0.9708,1.0331,1.0000,0.0038,138.3404,200.0000,0.0601,0.0343,0.1252,0.1155,0.0000,0.0000,0.9597,0.2372,0.0000,0.9255,0.8850,0.0000,0.0000,1.4099,2.6370,0.0000,0.0000,0.0000,1.6856
mahnob_2998,profile1d_consensus__parh_ossm,P1D_cons,0.9253,0.9675,0.8227,0.9908,0.8227,0.9908,0.5968,0.6009,0.9971,0.9994,0.9983,0.9995,0.0014,0.0005,0.0014,0.0005,1.0000,1.0000,0.4032,0.3991,1.0000,1.0000,0.0000,0.0000,0.9253,0.9675,1.0264,1.0000,0.0000,145.4280,200.0000,0.0401,0.0368,0.1230,0.1061,0.0000,0.0000,0.9607,0.1989,0.0000,0.9550,0.9299,0.0000,0.0000,1.4114,2.6127,0.0000,0.0000,0.0000,0.4497
mahnob_30,of_farneback__parh_ossm,OF,0.9158,0.9695,0.6984,0.9020,0.6984,0.9020,0.7936,0.8088,0.9176,0.9704,0.9670,0.9942,0.0676,0.0268,0.0676,0.0268,1.0000,1.0000,0.2064,0.1912,1.0000,1.0000,0.0000,0.0000,0.9158,0.9695,1.0310,1.0000,0.0820,102.5567,48.7710,0.1072,0.0461,0.0884,0.0745,0.0022,0.3546,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3492,1.8257,0.0225,0.0484,0.8773,1.5320
mahnob_30,of_disp_bridge__parh_ossm,OF_bridge,0.9240,0.9609,0.6271,0.7935,0.6271,0.7935,0.8608,0.8950,0.9384,0.9714,0.9986,0.9997,0.0567,0.0261,0.0567,0.0261,1.0000,1.0000,0.1392,0.1050,1.0000,1.0000,0.0000,0.0000,0.9240,0.9609,1.0267,1.0000,0.0023,151.1716,200.0000,0.0318,0.0303,0.0739,0.0613,0.0018,0.3012,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3135,1.5568,0.0476,0.0283,1.7231,1.2589
mahnob_30,dof__parh_ossm,DoF,0.9248,0.9708,0.5550,0.5800,0.5550,0.5800,0.7211,0.7294,0.9347,0.9750,0.9938,0.9998,0.0604,0.0229,0.0604,0.0229,1.0000,1.0000,0.2789,0.2706,1.0000,1.0000,0.0000,0.0000,0.9248,0.9708,1.0517,1.0000,0.0034,117.8178,200.0000,0.0505,0.0299,0.0608,0.0447,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.2775,2.1157,0.0230,0.0229,0.8790,1.2513
mahnob_30,dof_disp_bridge__parh_ossm,DoF_bridge,0.9277,0.9648,0.6116,0.7361,0.6116,0.7361,0.8730,0.9097,0.9841,0.9948,0.9994,0.9998,0.0144,0.0047,0.0144,0.0047,1.0000,1.0000,0.1270,0.0903,1.0000,1.0000,0.0000,0.0000,0.9277,0.9648,1.0317,1.0000,0.0000,142.0279,200.0000,0.0323,0.0308,0.0734,0.0566,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3058,1.5080,0.0006,0.0104,0.3106,0.5807
mahnob_30,profile1d_linear__parh_ossm,P1D_lin,0.9250,0.9656,0.7115,0.9299,0.7115,0.9299,0.8336,0.8495,0.9792,0.9907,0.9985,0.9995,0.0191,0.0084,0.0191,0.0084,1.0000,1.0000,0.1664,0.1505,1.0000,1.0000,0.0000,0.0000,0.9250,0.9656,1.0263,1.0000,0.0023,141.9152,200.0000,0.0275,0.0263,0.0951,0.0803,0.0022,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3558,1.6656,0.0031,0.0126,0.4181,0.7017
mahnob_30,profile1d_quadratic__parh_ossm,P1D_quad,0.9248,0.9627,0.7625,0.9637,0.7625,0.9637,0.8218,0.8302,0.9973,0.9991,0.9975,0.9992,0.0017,0.0008,0.0017,0.0008,1.0000,1.0000,0.1782,0.1698,1.0000,1.0000,0.0000,0.0000,0.9248,0.9627,1.0294,1.0000,0.0014,143.8352,200.0000,0.0293,0.0277,0.1098,0.0909,0.0000,0.0000,0.9718,0.3199,0.0000,1.0174,1.2122,0.0000,0.0000,1.3813,1.7126,0.0000,0.0000,0.0000,0.7734
mahnob_30,profile1d_cubic__parh_ossm,P1D_cub,0.9248,0.9629,0.7623,0.9634,0.7623,0.9634,0.8218,0.8289,0.9974,0.9992,0.9977,0.9992,0.0016,0.0008,0.0016,0.0008,1.0000,1.0000,0.1782,0.1711,1.0000,1.0000,0.0000,0.0000,0.9248,0.9629,1.0292,1.0000,0.0013,144.2476,200.0000,0.0284,0.0269,0.1096,0.0917,0.0000,0.0000,0.9771,0.2711,0.0000,1.0151,1.2127,0.0000,0.0000,1.3811,1.7128,0.0000,0.0000,0.0000,0.7608
mahnob_30,profile1d_consensus__parh_ossm,P1D_cons,0.9275,0.9577,0.7247,0.9344,0.7247,0.9344,0.8433,0.8559,0.9988,0.9995,0.9988,0.9995,0.0010,0.0005,0.0010,0.0005,1.0000,1.0000,0.1567,0.1441,1.0000,1.0000,0.0000,0.0000,0.9275,0.9577,1.0180,1.0000,0.0000,156.8104,200.0000,0.0312,0.0298,0.0930,0.0815,0.0000,0.0000,0.9724,0.2630,0.0000,1.0101,1.3782,0.0000,0.0000,1.3623,1.6268,0.0000,0.0000,0.0000,0.2961
mahnob_3000,of_farneback__parh_ossm,OF,0.9171,0.9706,0.7600,0.9556,0.7600,0.9556,0.7627,0.7659,0.8737,0.9407,0.9327,0.9895,0.0982,0.0527,0.0982,0.0527,1.0000,1.0000,0.2373,0.2341,1.0000,1.0000,0.0000,0.0000,0.9171,0.9706,1.0387,1.0000,0.0564,114.7126,200.0000,0.3563,0.1319,0.0994,0.0864,0.0027,0.4225,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3800,1.9492,0.0073,0.0392,0.7969,1.7537
mahnob_3000,of_disp_bridge__parh_ossm,OF_bridge,0.9304,0.9637,0.6109,0.7388,0.6109,0.7388,0.8731,0.8998,0.9515,0.9753,0.9991,0.9997,0.0439,0.0225,0.0439,0.0225,1.0000,1.0000,0.1269,0.1002,1.0000,1.0000,0.0000,0.0000,0.9304,0.9637,1.0200,1.0000,0.0000,161.5570,200.0000,0.0402,0.0369,0.0704,0.0576,0.0015,0.2454,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3054,1.5075,0.0118,0.0199,0.5836,0.9302
mahnob_3000,dof__parh_ossm,DoF,0.9256,0.9613,0.6547,0.8260,0.6547,0.8260,0.6592,0.6492,0.9651,0.9852,0.9983,0.9995,0.0325,0.0134,0.0325,0.0134,1.0000,1.0000,0.3408,0.3508,1.0000,1.0000,0.0000,0.0000,0.9256,0.9613,1.0237,1.0000,0.0010,155.6116,200.0000,0.0384,0.0363,0.0827,0.0657,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3274,2.3632,0.0155,0.0203,0.9251,0.9395
mahnob_3000,dof_disp_bridge__parh_ossm,DoF_bridge,0.9248,0.9655,0.6540,0.8180,0.6540,0.8180,0.8451,0.8849,0.9795,0.9883,0.9990,0.9997,0.0191,0.0106,0.0191,0.0106,1.0000,1.0000,0.1549,0.1151,1.0000,1.0000,0.0000,0.0000,0.9248,0.9655,1.0249,1.0000,0.0000,153.8217,200.0000,0.0391,0.0371,0.0840,0.0669,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3270,1.6195,0.0018,0.0111,0.2804,0.7514
mahnob_3000,profile1d_linear__parh_ossm,P1D_lin,0.9257,0.9619,0.7267,0.9247,0.7267,0.9247,0.8191,0.8495,0.9777,0.9919,0.9981,0.9993,0.0194,0.0072,0.0194,0.0072,1.0000,1.0000,0.1809,0.1505,1.0000,1.0000,0.0000,0.0000,0.9257,0.9619,1.0194,1.0000,0.0012,154.6339,200.0000,0.0360,0.0334,0.0982,0.0817,0.0024,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3633,1.7235,0.0052,0.0159,0.8475,0.9279
mahnob_3000,profile1d_quadratic__parh_ossm,P1D_quad,0.9256,0.9593,0.7586,0.9658,0.7586,0.9658,0.8153,0.8194,0.9964,0.9990,0.9975,0.9990,0.0020,0.0009,0.0020,0.0009,1.0000,1.0000,0.1847,0.1806,1.0000,1.0000,0.0000,0.0000,0.9256,0.9593,1.0189,1.0000,0.0025,157.1009,200.0000,0.0353,0.0328,0.1081,0.0935,0.0000,0.0000,0.9718,0.1975,0.0000,1.0245,1.2728,0.0000,0.0000,1.3793,1.7388,0.0000,0.0000,0.0000,0.5173
mahnob_3000,profile1d_cubic__parh_ossm,P1D_cub,0.9256,0.9591,0.7591,0.9659,0.7591,0.9659,0.8149,0.8194,0.9964,0.9990,0.9975,0.9990,0.0020,0.0009,0.0020,0.0009,1.0000,1.0000,0.1851,0.1806,1.0000,1.0000,0.0000,0.0000,0.9256,0.9591,1.0190,1.0000,0.0025,156.9185,200.0000,0.0353,0.0328,0.1086,0.0937,0.0000,0.0000,0.9718,0.1980,0.0000,1.0245,1.2731,0.0000,0.0000,1.3796,1.7405,0.0000,0.0000,0.0000,0.5170
mahnob_3000,profile1d_consensus__parh_ossm,P1D_cons,0.9309,0.9531,0.6642,0.8376,0.6642,0.8376,0.6573,0.6336,0.9980,0.9993,0.9984,0.9993,0.0014,0.0007,0.0014,0.0007,1.0000,1.0000,0.3427,0.3664,1.0000,1.0000,0.0000,0.0000,0.9309,0.9531,1.0106,1.0000,0.0000,176.5290,200.0000,0.0390,0.0369,0.0848,0.0691,0.0000,0.0000,0.9090,0.3192,0.0000,1.0244,1.3394,0.0000,0.0000,1.3321,2.3709,0.0000,0.0000,0.0000,0.3112
mahnob_3002,of_farneback__parh_ossm,OF,0.9163,0.9690,0.6983,0.8893,0.6983,0.8893,0.7857,0.8095,0.9373,0.9776,0.9773,0.9952,0.0511,0.0202,0.0511,0.0202,1.0000,1.0000,0.2143,0.1905,1.0000,1.0000,0.0000,0.0000,0.9163,0.9690,1.0295,1.0000,0.0784,103.9800,78.7460,0.0625,0.0400,0.0957,0.0760,0.0018,0.3558,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3492,1.8572,0.0223,0.0223,0.8876,1.4086
mahnob_3002,of_disp_bridge__parh_ossm,OF_bridge,0.9260,0.9643,0.6924,0.8666,0.6924,0.8666,0.8470,0.8566,0.9344,0.9752,0.9978,0.9996,0.0599,0.0227,0.0599,0.0227,1.0000,1.0000,0.1530,0.1434,1.0000,1.0000,0.0000,0.0000,0.9260,0.9643,1.0167,1.0000,0.0016,165.9616,200.0000,0.0411,0.0368,0.0785,0.0718,0.0027,0.2955,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3462,1.6121,0.0469,0.0404,1.5281,1.1678
mahnob_3002,dof__parh_ossm,DoF,0.9326,0.9567,0.7105,0.9128,0.7105,0.9128,0.8136,0.8365,0.9494,0.9817,0.9983,0.9992,0.0478,0.0173,0.0478,0.0173,1.0000,1.0000,0.1864,0.1635,1.0000,1.0000,0.0000,0.0000,0.9326,0.9567,1.0146,1.0000,0.0000,163.8582,200.0000,0.0386,0.0363,0.0978,0.0819,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3553,1.7454,0.0033,0.0223,0.4580,1.1855
mahnob_3002,dof_disp_bridge__parh_ossm,DoF_bridge,0.9294,0.9612,0.6950,0.8884,0.6950,0.8884,0.6547,0.6375,0.9808,0.9923,0.9992,0.9996,0.0177,0.0069,0.0177,0.0069,1.0000,1.0000,0.3453,0.3625,1.0000,1.0000,0.0000,0.0000,0.9294,0.9612,1.0148,1.0000,0.0000,164.8652,200.0000,0.0395,0.0371,0.0879,0.0756,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3475,2.3811,0.0090,0.0124,0.3687,0.6952
mahnob_3002,profile1d_linear__parh_ossm,P1D_lin,0.9269,0.9661,0.7025,0.8818,0.7025,0.8818,0.8403,0.8677,0.9841,0.9916,0.9988,0.9995,0.0131,0.0076,0.0131,0.0076,1.0000,1.0000,0.1597,0.1323,1.0000,1.0000,0.0000,0.0000,0.9269,0.9661,1.0253,1.0000,0.0000,150.7815,200.0000,0.0389,0.0340,0.0886,0.0750,0.0012,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3512,1.6389,0.0006,0.0112,0.3111,0.6689
mahnob_3002,profile1d_quadratic__parh_ossm,P1D_quad,0.9288,0.9648,0.6695,0.8255,0.3682,0.4540,0.8534,0.8959,0.9976,0.9995,0.9987,0.9995,0.0011,0.0005,0.0011,0.0005,1.0000,1.0000,0.1466,0.1041,1.0000,1.0000,0.0000,0.0000,0.9793,0.9700,1.0156,1.0000,0.0000,162.3780,200.0000,0.0376,0.0341,0.0860,0.0664,0.0000,0.0000,0.9760,0.1929,0.0000,1.0070,1.1471,0.0000,0.0000,1.1841,1.5866,0.0000,0.0000,0.0000,0.5931
mahnob_3002,profile1d_cubic__parh_ossm,P1D_cub,0.9288,0.9647,0.6697,0.8263,0.3684,0.4545,0.8533,0.8957,0.9976,0.9995,0.9987,0.9995,0.0011,0.0005,0.0011,0.0005,1.0000,1.0000,0.1467,0.1043,1.0000,1.0000,0.0000,0.0000,0.9793,0.9700,1.0156,1.0000,0.0000,162.4508,200.0000,0.0376,0.0341,0.0860,0.0663,0.0000,0.0000,0.9760,0.1933,0.0000,1.0070,1.1463,0.0000,0.0000,1.1842,1.5867,0.0000,0.0000,0.0000,0.5920
mahnob_3002,profile1d_consensus__parh_ossm,P1D_cons,0.9284,0.9588,0.6376,0.7886,0.3507,0.4338,0.6622,0.6392,0.9989,0.9995,0.9989,0.9995,0.0009,0.0005,0.0009,0.0005,1.0000,1.0000,0.3378,0.3608,1.0000,1.0000,0.0000,0.0000,0.9784,0.9700,1.0122,1.0000,0.0000,173.6828,200.0000,0.0387,0.0364,0.0825,0.0628,0.0000,0.0000,0.9853,0.1557,0.0000,1.0036,1.3982,0.0000,0.0000,1.1753,2.3511,0.0000,0.0000,0.0000,0.3643
mahnob_3004,of_farneback__parh_ossm,OF,0.9206,0.9702,0.7126,0.9402,0.7126,0.9402,0.7867,0.7915,0.9169,0.9675,0.9798,0.9962,0.0723,0.0292,0.0723,0.0292,1.0000,1.0000,0.2133,0.2085,1.0000,1.0000,0.0000,0.0000,0.9206,0.9702,1.0326,1.0000,0.0593,109.9227,200.0000,0.0679,0.0395,0.0951,0.0834,0.0024,0.3963,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3563,1.8533,0.0261,0.0641,1.1245,1.4208
mahnob_3004,of_disp_bridge__parh_ossm,OF_bridge,0.9248,0.9610,0.7060,0.8152,0.7060,0.8152,0.6647,0.6579,0.9113,0.9602,0.9983,0.9996,0.0834,0.0347,0.0834,0.0347,1.0000,1.0000,0.3353,0.3421,1.0000,1.0000,0.0000,0.0000,0.9248,0.9610,1.0243,1.0000,0.0010,157.2608,200.0000,0.0377,0.0363,0.0803,0.0637,0.0005,0.1811,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3530,2.3410,0.0350,0.0488,1.6873,1.4039
mahnob_3004,dof__parh_ossm,DoF,0.9247,0.9639,0.7825,0.9674,0.7825,0.9674,0.6358,0.6294,0.9322,0.9727,0.9978,0.9994,0.0629,0.0244,0.0629,0.0244,1.0000,1.0000,0.3642,0.3706,1.0000,1.0000,0.0000,0.0000,0.9247,0.9639,1.0282,1.0000,0.0033,152.5292,200.0000,0.0383,0.0365,0.1058,0.0914,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3913,2.4568,0.0047,0.0771,1.5206,2.0344
mahnob_3004,dof_disp_bridge__parh_ossm,DoF_bridge,0.9229,0.9649,0.7837,0.9863,0.7837,0.9863,0.6190,0.6160,0.9725,0.9922,0.9987,0.9996,0.0248,0.0068,0.0248,0.0068,1.0000,1.0000,0.3810,0.3840,1.0000,1.0000,0.0000,0.0000,0.9229,0.9649,1.0305,1.0000,0.0000,147.7594,200.0000,0.0396,0.0370,0.1118,0.1022,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3919,2.5240,0.0040,0.0173,0.6532,1.0199
mahnob_3004,profile1d_linear__parh_ossm,P1D_lin,0.9215,0.9705,0.5999,0.6343,0.5999,0.6343,0.6842,0.6629,0.9788,0.9914,0.9984,0.9996,0.0189,0.0076,0.0189,0.0076,1.0000,1.0000,0.3158,0.3371,1.0000,1.0000,0.0000,0.0000,0.9215,0.9705,1.0452,1.0000,0.0000,125.7699,200.0000,0.0365,0.0344,0.0736,0.0490,0.0001,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.2999,2.2633,0.0023,0.0110,0.4068,0.8668
mahnob_3004,profile1d_quadratic__parh_ossm,P1D_quad,0.9255,0.9609,0.6892,0.8436,0.6892,0.8436,0.6643,0.6488,0.9972,0.9994,0.9983,0.9994,0.0013,0.0006,0.0013,0.0006,1.0000,1.0000,0.3357,0.3512,1.0000,1.0000,0.0000,0.0000,0.9255,0.9609,1.0241,1.0000,0.0003,151.1903,200.0000,0.0370,0.0344,0.0830,0.0673,0.0000,0.0000,0.9639,0.2498,0.0000,1.0036,1.0596,0.0000,0.0000,1.3446,2.3429,0.0000,0.0000,0.0000,0.7835
mahnob_3004,profile1d_cubic__parh_ossm,P1D_cub,0.9255,0.9608,0.6900,0.8455,0.6900,0.8455,0.6643,0.6492,0.9972,0.9994,0.9983,0.9994,0.0013,0.0006,0.0013,0.0006,1.0000,1.0000,0.3357,0.3508,1.0000,1.0000,0.0000,0.0000,0.9255,0.9608,1.0241,1.0000,0.0004,150.8859,200.0000,0.0370,0.0344,0.0830,0.0674,0.0000,0.0000,0.9641,0.2493,0.0000,1.0036,1.0591,0.0000,0.0000,1.3450,2.3429,0.0000,0.0000,0.0000,0.7821
mahnob_3004,profile1d_consensus__parh_ossm,P1D_cons,0.9263,0.9586,0.5933,0.6546,0.5933,0.6546,0.8831,0.9341,0.9988,0.9996,0.9990,0.9996,0.0008,0.0004,0.0008,0.0004,1.0000,1.0000,0.1169,0.0659,1.0000,1.0000,0.0000,0.0000,0.9263,0.9586,1.0249,1.0000,0.0000,153.7164,200.0000,0.0384,0.0369,0.0715,0.0510,0.0000,0.0000,0.9798,0.2074,0.0000,1.0095,1.1280,0.0000,0.0000,1.2967,1.4676,0.0000,0.0000,0.0000,0.2868
mahnob_3006,of_farneback__parh_ossm,OF,0.9178,0.9743,0.7695,0.9773,0.7695,0.9773,0.7537,0.7530,0.8951,0.9609,0.9442,0.9931,0.0801,0.0360,0.0801,0.0360,1.0000,1.0000,0.2463,0.2470,1.0000,1.0000,0.0000,0.0000,0.9178,0.9743,1.0359,1.0000,0.0681,111.5163,200.0000,0.3811,0.0899,0.1158,0.0965,0.0035,0.4310,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3847,1.9854,0.0131,0.0448,0.9491,1.7249
mahnob_3006,of_disp_bridge__parh_ossm,OF_bridge,0.9253,0.9712,0.6733,0.8497,0.6733,0.8497,0.8554,0.8754,0.9657,0.9811,0.9991,0.9997,0.0321,0.0167,0.0321,0.0167,1.0000,1.0000,0.1446,0.1246,1.0000,1.0000,0.0000,0.0000,0.9253,0.9712,1.0307,1.0000,0.0000,138.0863,200.0000,0.0389,0.0367,0.0864,0.0714,0.0029,0.3747,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3367,1.5782,0.0059,0.0151,0.4897,0.8027
mahnob_3006,dof__parh_ossm,DoF,0.9234,0.9662,0.7527,0.9491,0.7527,0.9491,0.8239,0.8337,0.9666,0.9885,0.9970,0.9995,0.0301,0.0104,0.0301,0.0104,1.0000,1.0000,0.1761,0.1663,1.0000,1.0000,0.0000,0.0000,0.9234,0.9662,1.0387,1.0000,0.0024,135.6947,200.0000,0.0410,0.0360,0.1004,0.0857,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3763,1.7043,0.0349,0.0163,1.4161,1.1050
mahnob_3006,dof_disp_bridge__parh_ossm,DoF_bridge,0.9235,0.9643,0.7298,0.9290,0.7298,0.9290,0.8290,0.8413,0.9722,0.9885,0.9986,0.9995,0.0259,0.0106,0.0259,0.0106,1.0000,1.0000,0.1710,0.1587,1.0000,1.0000,0.0000,0.0000,0.9235,0.9643,1.0265,1.0000,0.0000,145.2014,200.0000,0.0389,0.0368,0.0972,0.0816,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3649,1.6839,0.0061,0.0091,0.6029,0.8333
mahnob_3006,profile1d_linear__parh_ossm,P1D_lin,0.9206,0.9696,0.7120,0.9167,0.7120,0.9167,0.6579,0.6509,0.9596,0.9907,0.9951,0.9993,0.0331,0.0082,0.0331,0.0082,1.0000,1.0000,0.3421,0.3491,1.0000,1.0000,0.0000,0.0000,0.9206,0.9696,1.0366,1.0000,0.0135,128.5800,200.0000,0.0537,0.0342,0.0938,0.0785,0.0000,0.0000,,,0.0000,1.0000,1.0000,1.0000,1.0000,1.3560,2.3686,0.0169,0.0250,1.1730,1.5413
mahnob_3006,profile1d_quadratic__parh_ossm,P1D_quad,0.9187,0.9677,0.7556,0.9800,0.7556,0.9800,0.6389,0.6352,0.9844,0.9994,0.9877,0.9994,0.0064,0.0006,0.0064,0.0006,1.0000,1.0000,0.3611,0.3648,1.0000,1.0000,0.0000,0.0000,0.9187,0.9677,1.0508,1.0000,0.0114,118.0460,200.0000,0.0718,0.0342,0.1031,0.0974,0.0000,0.0000,0.9370,0.2588,0.0164,1.0006,1.2146,0.0000,0.0000,1.3778,2.4442,0.0000,0.0000,0.0000,1.6114
mahnob_3006,profile1d_cubic__parh_ossm,P1D_cub,0.9187,0.9679,0.7556,0.9798,0.7556,0.9798,0.6389,0.6346,0.9843,0.9994,0.9876,0.9994,0.0064,0.0006,0.0064,0.0006,1.0000,1.0000,0.3611,0.3654,1.0000,1.0000,0.0000,0.0000,0.9187,0.9679,1.0510,1.0000,0.0114,117.9017,200.0000,0.0721,0.0342,0.1031,0.0974,0.0000,0.0000,0.9368,0.2591,0.0164,1.0006,1.2149,0.0000,0.0000,1.3778,2.4442,0.0000,0.0000,0.0000,1.6165
