robust_method,trial_key,video,data_file,time_mae,time_rmse,time_ccc,time_dtw,time_snr,freq_mae,freq_rmse,freq_r,freq_snr,freq_kl,diag_fail_total,diag_nis_mean,diag_nis_pass,diag_nis_overstrict,diag_nis_truefail,base,variant,baseline_method,baseline_time_mae,baseline_freq_mae,baseline_fail_total,baseline_nis_truefail,q_vis_mean,q_drift_mean,q_out_mean,q_harm_mean,q_burst_rate,alpha_R_mean,alpha_Q_mean,g_t_mean,g_z_eff_mean,lambda_mean,instability_u,delta_time_mae,delta_freq_mae,delta_fail_total,delta_nis_truefail,better_time,better_freq,better_dual
profile1d_cubic__robust_ossm_ekf,7_2,cohface_7_2,data/cohface_7_2.pkl,0.3,0.45,0.9,0.227066437525038,6.978739780093502,0.11,0.13,0.99,17.483653511094566,0.026205268,0.0,0.3157592980731699,0.0,0.0,1.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.3,0.12,,,0.5541868902895055,0.1152195423332168,0.2536272256088066,0.538565767168319,0.0,1.9184365654812932,1.218917130433112,0.5776049364949651,0.262215729665825,1.180723106556696,0.3700689562702616,0.0,-0.009999999999999995,,,0.0,1.0,0.0
of_farneback__robust_ossm_ekf,32_0,cohface_32_0,data/cohface_32_0.pkl,0.82,1.0,0.53,0.5868631937813507,0.231552573687159,2.11,3.01,0.15,5.143921326996343,0.36252668,0.0780608052588332,0.5909472001648831,0.0,0.0,1.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.82,2.11,,,0.5975228117343205,0.451123073007145,0.4141135419176784,0.4091864424160822,0.0032867707477403,2.594524171161465,1.8571338387135752,0.3487164813328028,0.1509021705268932,1.0314977669936591,0.7288981719623234,0.0,0.0,,,0.0,0.0,0.0
dof__robust_ossm_ekf,32_0,cohface_32_0,data/cohface_32_0.pkl,1.01,1.29,0.2,0.5621014520441218,-2.0732938830049585,6.82,7.21,0.04,1.8734859741946368,1.9982978,0.1125718981101068,0.1629913095724653,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.81,7.67,,,0.5975228117343205,0.451123073007145,0.3126951858504186,0.4263445984675391,0.0065735414954806,1.5765355119813522,1.8571338387135752,0.5849079073685534,0.2675096808087111,1.0727833324044096,0.5820044034265688,0.19999999999999996,-0.8499999999999996,,,0.0,1.0,0.0
profile1d_linear__robust_ossm_ekf,32_0,cohface_32_0,data/cohface_32_0.pkl,0.84,1.03,0.48,0.5661248768959594,-0.1621295365116288,2.7,2.97,-0.77,5.171506891342251,0.6256314,0.2440427280197206,1.5420261349580393,0.0,0.0,1.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.87,2.13,,,0.5975228117343205,0.451123073007145,0.436842291101374,0.3994045456140376,0.0238290879211175,1.9281185147276771,1.8571338387135752,0.5615621828415034,0.2761909648707475,0.9999870113923603,0.8354078347594435,-0.030000000000000027,0.5700000000000003,,,1.0,0.0,0.0
profile1d_quadratic__robust_ossm_ekf,32_0,cohface_32_0,data/cohface_32_0.pkl,0.71,0.9,0.58,0.4523265359206208,0.977661357091968,2.02,2.77,-0.79,5.852365226660095,0.45231336,0.1281840591618734,1.6980150869994322,0.0,0.0,1.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.67,2.02,,,0.5975228117343205,0.451123073007145,0.3792637511021722,0.3444427796515817,0.0090386195562859,2.0718133997935886,1.8571338387135752,0.4347317550568019,0.2497415642197982,0.9867764033506726,0.6551131709081817,0.039999999999999925,0.0,,,0.0,0.0,0.0
profile1d_cubic__robust_ossm_ekf,32_0,cohface_32_0,data/cohface_32_0.pkl,0.73,0.94,0.52,0.4162228032407952,0.5617309673411206,2.03,2.7,-0.91,5.157092636626804,0.40499115,0.2341824157764996,1.4556687405106588,0.0,0.0,1.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.72,2.13,,,0.5975228117343205,0.451123073007145,0.3766967924559968,0.2939765397082139,0.0106820049301561,2.265200416422763,1.8571338387135752,0.4258412178418737,0.2762292016781229,1.0468947950461125,0.6275925026158637,0.010000000000000009,-0.10000000000000009,,,0.0,1.0,0.0
of_farneback__robust_ossm_ekf,35_1,cohface_35_1,data/cohface_35_1.pkl,0.68,0.86,0.64,0.4843619936129383,1.3781403777383507,0.39,0.47,0.98,4.288975751513594,0.15488376,0.0473856209150326,0.4799216355550991,0.0,0.0,1.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.68,0.4,,,0.3973598722993585,0.214788510896692,0.4030668544283758,0.4434549316160201,0.0016339869281045,2.8103787967153715,1.4080981707037148,0.3105644387177757,0.1250878051917784,1.0366425303234443,0.719571931088885,0.0,-0.010000000000000009,,,0.0,1.0,0.0
dof__robust_ossm_ekf,35_1,cohface_35_1,data/cohface_35_1.pkl,0.88,1.13,0.36,0.564539098221231,-1.0468579586830264,7.23,8.01,-0.2,5.334881455125238,2.3224359,0.0743464052287581,0.1115878094829881,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.84,6.81,,,0.3973598722993585,0.214788510896692,0.3071674850000923,0.3184293219147728,0.0,1.6380946002683725,1.4080981707037148,0.4886710704979178,0.2582184041660313,1.0776943868538356,0.4787177451578585,0.040000000000000036,0.4200000000000008,,,0.0,0.0,0.0
profile1d_linear__robust_ossm_ekf,35_1,cohface_35_1,data/cohface_35_1.pkl,0.64,0.88,0.62,0.369616969749713,1.1383990633828909,1.28,2.09,0.54,3.072713495325309,0.3227966,0.1004901960784313,1.5147496111829075,0.0,0.0,1.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.61,0.84,,,0.3973598722993585,0.214788510896692,0.340408680425512,0.3645638804048811,0.0253267973856209,2.102441018359785,1.4080981707037148,0.4320438282620771,0.2093583580667574,1.0073350695845258,0.6616100486522584,0.030000000000000027,0.44000000000000006,,,0.0,0.0,0.0
profile1d_quadratic__robust_ossm_ekf,35_1,cohface_35_1,data/cohface_35_1.pkl,0.31,0.42,0.91,0.2720842491582827,7.654870416498952,0.18,0.35,0.99,8.341906728119106,0.02598284,0.125,0.698076014224296,0.0,1.0,0.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.29,0.16,,,0.3973598722993585,0.214788510896692,0.2774429964567323,0.3439772408055823,0.0081699346405228,1.9304746224259564,1.4080981707037148,0.5536273416739281,0.3086769320321158,1.035716339732606,0.47627022433017563,0.020000000000000018,0.01999999999999999,,,0.0,0.0,0.0
profile1d_cubic__robust_ossm_ekf,35_1,cohface_35_1,data/cohface_35_1.pkl,0.32,0.43,0.91,0.279442504675899,7.431351223513812,0.18,0.35,0.99,8.345793486596296,0.02331762,0.0727124183006536,0.6564756728271184,0.0,1.0,0.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.29,0.16,,,0.3973598722993585,0.214788510896692,0.2788807505731339,0.3557391851500348,0.0098039215686274,2.136719510779429,1.4080981707037148,0.51467673501423,0.2841429754327215,1.141927770636604,0.492074016013316,0.030000000000000027,0.01999999999999999,,,0.0,0.0,0.0
of_farneback__robust_ossm_ekf,12_1,cohface_12_1,data/cohface_12_1.pkl,0.57,0.74,0.73,0.448861890909202,2.6088951620144343,0.95,1.58,0.63,5.2543320953353,0.14553471,0.0187908496732026,0.7327177501009975,0.0,1.0,0.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.56,0.79,,,0.5660937059253642,0.1955634305563799,0.3089522532346214,0.3955795985505923,0.0040849673202614,1.966097979695207,1.3715705180571218,0.560876367472929,0.3399792603474637,1.023531497151379,0.45921624332439687,0.009999999999999898,0.15999999999999992,,,0.0,0.0,0.0
dof__robust_ossm_ekf,12_1,cohface_12_1,data/cohface_12_1.pkl,0.74,0.95,0.56,0.4273698897718356,0.4893161919024777,0.73,0.91,0.85,7.328704711950959,0.04470635,0.1830065359477124,0.1533161803182499,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.68,0.52,,,0.5660937059253642,0.1955634305563799,0.3172317120937488,0.441936973643065,0.0032679738562091,1.603871170391564,1.3715705180571218,0.5607735713546488,0.2349643880887941,1.0737787217173798,0.4971633574666478,0.05999999999999994,0.20999999999999996,,,0.0,0.0,0.0
profile1d_linear__robust_ossm_ekf,12_1,cohface_12_1,data/cohface_12_1.pkl,0.41,0.53,0.86,0.3290695572481285,5.498131419597419,0.1,0.15,1.0,6.724884611811143,0.03891104,0.0931372549019607,0.2410162332295094,0.0,0.0,1.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.43,0.21,,,0.5660937059253642,0.1955634305563799,0.2813657136158337,0.3759509794624246,0.0016339869281045,1.547779929153981,1.3715705180571218,0.6854696197298018,0.3777761862043259,1.0563808724085706,0.39171320862166686,-0.020000000000000018,-0.10999999999999999,,,1.0,1.0,1.0
profile1d_quadratic__robust_ossm_ekf,12_1,cohface_12_1,data/cohface_12_1.pkl,0.45,0.58,0.83,0.3525504436134607,4.728821290087082,0.24,0.35,0.98,6.704346657470272,0.046137393,0.1511437908496732,0.942142722652733,1.0,0.0,0.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.44,0.27,,,0.5660937059253642,0.1955634305563799,0.2921507087516458,0.3678137446049933,0.0,1.780557079668149,1.3715705180571218,0.5580837337270103,0.3265553997923193,1.0207708266179936,0.39853301609241065,0.010000000000000009,-0.030000000000000027,,,0.0,1.0,0.0
profile1d_cubic__robust_ossm_ekf,12_1,cohface_12_1,data/cohface_12_1.pkl,0.44,0.58,0.83,0.3528821093171278,4.724533106478796,0.24,0.35,0.97,6.692732229274242,0.050437734,0.0866013071895424,0.6544289731443063,0.0,1.0,0.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.44,0.27,,,0.5660937059253642,0.1955634305563799,0.2918486131373177,0.374058629275763,0.0,1.993570789659946,1.3715705180571218,0.5363977506318854,0.3099702753166447,1.130939644916182,0.4017044717317519,0.0,-0.030000000000000027,,,0.0,1.0,0.0
of_farneback__robust_ossm_ekf,9_3,cohface_9_3,data/cohface_9_3.pkl,0.38,0.46,0.9,0.3534213877729436,6.80651785841096,0.64,1.32,0.62,6.319107443704318,0.11245697,0.0142292490118577,0.4625757229283009,0.0,0.0,1.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.38,0.64,,,0.5813852307289812,0.1091409291206452,0.2709038914861895,0.3975689323073313,0.0,1.83768641301357,1.207367765329226,0.6159087263149485,0.3755149461867152,1.0337519743617776,0.3257001945562252,0.0,0.0,,,0.0,0.0,0.0
dof__robust_ossm_ekf,9_3,cohface_9_3,data/cohface_9_3.pkl,0.67,0.84,0.62,0.4933718126411123,1.517903414734966,2.54,3.7,-0.34,3.9187126959875354,0.44107395,0.0474308300395256,0.1337067825214766,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.65,1.63,,,0.5813852307289812,0.1091409291206452,0.3237634295120413,0.2105094403544918,0.0023715415019762,1.65739701024852,1.207367765329226,0.5387668454635467,0.3419634178685254,1.075415451085103,0.3135270427690127,0.020000000000000018,0.9100000000000001,,,0.0,0.0,0.0
profile1d_linear__robust_ossm_ekf,9_3,cohface_9_3,data/cohface_9_3.pkl,0.37,0.46,0.9,0.3137914747779961,6.862470529256267,0.4,0.91,0.84,6.483875808440396,0.06021162,0.0118577075098814,0.3632036622569289,0.0,0.0,1.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.36,0.49,,,0.5813852307289812,0.1091409291206452,0.2767878780858449,0.3360579229037909,0.000790513833992,1.5628104505546634,1.207367765329226,0.6547502052334963,0.4016059022455581,1.0480023040127422,0.30246575639965906,0.010000000000000009,-0.08999999999999997,,,0.0,1.0,0.0
profile1d_quadratic__robust_ossm_ekf,9_3,cohface_9_3,data/cohface_9_3.pkl,0.36,0.44,0.9,0.304839840025087,7.098023382077814,0.53,1.18,0.71,7.243517120964062,0.10257858,0.0648221343873517,0.875686409244633,0.0,1.0,0.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.35,0.58,,,0.5813852307289812,0.1091409291206452,0.2654334248005334,0.3715033021690239,0.0047430830039525,1.7521680991623552,1.207367765329226,0.5654290613280492,0.3514772752655176,1.0281823237140213,0.3199501736569218,0.010000000000000009,-0.04999999999999993,,,0.0,1.0,0.0
profile1d_cubic__robust_ossm_ekf,9_3,cohface_9_3,data/cohface_9_3.pkl,0.36,0.45,0.9,0.3043968865190127,6.911589450750347,0.54,1.24,0.68,7.308224569051191,0.10110959,0.0158102766798418,0.396909423545379,0.0,0.0,1.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.35,0.58,,,0.5813852307289812,0.1091409291206452,0.2658021421265119,0.370560971211272,0.0039525691699604,1.9428891026995965,1.207367765329226,0.5582865254163392,0.3456526939467861,1.1577637967424337,0.31688475396280025,0.010000000000000009,-0.039999999999999925,,,0.0,1.0,0.0
of_farneback__robust_ossm_ekf,23_2,cohface_23_2,data/cohface_23_2.pkl,0.3,0.4,0.92,0.2888285652196266,7.943533374177245,0.03,0.06,0.99,14.412417733808624,0.007345861,0.0,0.2393340890972914,0.0,0.0,1.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.3,0.03,,,0.6765511877532837,0.2854657307500737,0.2846386323279987,0.03101252835001,0.0,1.86312998201748,1.54238488842514,0.5878997156541159,0.5030471467145874,1.0461586377722216,0.23458653791894638,0.0,0.0,,,0.0,0.0,0.0
dof__robust_ossm_ekf,23_2,cohface_23_2,data/cohface_23_2.pkl,0.4,0.56,0.84,0.3673869425051235,4.890677701591539,0.15,0.18,0.93,9.978550791077089,0.05157361,0.0173841059602649,0.0766992916855422,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.42,0.15,,,0.6765511877532837,0.2854657307500737,0.3077424307482267,0.1806967131340149,0.0008278145695364,1.606717574590194,1.54238488842514,0.5961128357009479,0.3278284423138947,1.0809858202745404,0.33685070992280863,-0.019999999999999962,0.0,,,1.0,0.0,0.0
profile1d_linear__robust_ossm_ekf,23_2,cohface_23_2,data/cohface_23_2.pkl,0.59,0.93,0.56,0.5268639495479538,0.6447625761614948,0.13,0.15,0.99,6.446121550364167,0.3138181,0.0240066225165562,1.0601404743668186,1.0,0.0,0.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.39,0.05,,,0.6765511877532837,0.2854657307500737,0.2969389274939206,0.0264033102977365,0.0115894039735099,1.8921865162573608,1.54238488842514,0.4670844072543036,0.3526459014301003,1.026643992774398,0.3010713819443291,0.19999999999999996,0.08,,,0.0,0.0,0.0
profile1d_quadratic__robust_ossm_ekf,23_2,cohface_23_2,data/cohface_23_2.pkl,0.28,0.37,0.93,0.2802198274939023,8.769788777962935,0.04,0.07,0.99,16.369626609051718,0.01915377,0.0,0.1883410539580831,0.0,0.0,1.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.29,0.07,,,0.6765511877532837,0.2854657307500737,0.2888606008933085,0.0161616836422267,0.0,1.732682253578398,1.54238488842514,0.5739452448660121,0.4993748073460261,1.0647644740502549,0.24166377969786476,-0.009999999999999953,-0.030000000000000006,,,1.0,1.0,1.0
profile1d_cubic__robust_ossm_ekf,23_2,cohface_23_2,data/cohface_23_2.pkl,0.28,0.36,0.93,0.2781882100120701,8.798468746877893,0.04,0.07,0.99,16.243853298508462,0.017817464,0.0,0.1662574069275588,0.0,0.0,1.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.28,0.07,,,0.6765511877532837,0.2854657307500737,0.2895914232304298,0.0165240153860472,0.0,1.9557290838944608,1.54238488842514,0.5440550780247306,0.4697571448436439,1.2058505230172465,0.2428888495431828,0.0,-0.030000000000000006,,,0.0,1.0,0.0
of_farneback__robust_ossm_ekf,39_3,cohface_39_3,data/cohface_39_3.pkl,0.46,0.56,0.84,0.3168394794167747,5.064286615896961,0.16,0.18,0.97,13.701336342585874,0.23516908,0.0023640661938534,1.2743285195898657,0.0,1.0,0.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.45,0.16,,,0.6639626875530504,0.2732495785866056,0.3451708747762918,0.5018528318885869,0.0,1.861153442679228,1.5191741993145509,0.5792445067173864,0.2768409836010954,0.9995653228402768,0.5818537338621769,0.010000000000000009,0.0,,,0.0,0.0,0.0
dof__robust_ossm_ekf,39_3,cohface_39_3,data/cohface_39_3.pkl,0.48,0.67,0.78,0.346540008926301,3.645376592598213,0.11,0.14,0.99,13.13898824083788,0.018789357,0.5760441292356187,0.12031988738023,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.43,0.12,,,0.6639626875530504,0.2732495785866056,0.3071333764046573,0.432753027030442,0.0023640661938534,1.576481570216533,1.5191741993145509,0.5995449180411735,0.2713174767771256,1.0766722913617996,0.48675229143008897,0.04999999999999999,-0.009999999999999995,,,0.0,1.0,0.0
profile1d_linear__robust_ossm_ekf,39_3,cohface_39_3,data/cohface_39_3.pkl,0.28,0.38,0.93,0.2265547958663462,8.389225079802731,0.18,0.21,0.97,14.748871961584356,0.0112137785,0.0086682427107959,0.2932695539724617,0.0,0.0,1.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.27,0.15,,,0.6639626875530504,0.2732495785866056,0.3399914701188554,0.4245861211153571,0.0,1.547555072657286,1.5191741993145509,0.7215981355601392,0.300262259455667,1.052826085178605,0.5276661821560243,0.010000000000000009,0.03,,,0.0,0.0,0.0
profile1d_quadratic__robust_ossm_ekf,39_3,cohface_39_3,data/cohface_39_3.pkl,0.41,0.52,0.87,0.323130716161538,5.815475345509783,0.1,0.12,0.99,12.628238432362156,0.05702457,0.152876280535855,1.6408518558031877,0.0,0.0,1.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.32,0.08,,,0.6639626875530504,0.2732495785866056,0.3317889056244886,0.4721735807877998,0.0015760441292356,1.735021493482775,1.5191741993145509,0.5523722296081278,0.2593714474072044,0.9935305410589328,0.5481797340141151,0.08999999999999997,0.020000000000000004,,,0.0,0.0,0.0
profile1d_cubic__robust_ossm_ekf,39_3,cohface_39_3,data/cohface_39_3.pkl,0.41,0.52,0.86,0.3318008032047904,5.6965693576227405,0.13,0.15,0.98,12.863799209577216,0.05506593,0.0772261623325453,1.5614087756498942,0.0,0.0,1.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.32,0.09,,,0.6639626875530504,0.2732495785866056,0.3353498275504826,0.4745718590863176,0.0031520882584712,1.996665272225882,1.5191741993145509,0.5029402735274148,0.2319534004931454,1.0497460230197853,0.5617986295130206,0.08999999999999997,0.04000000000000001,,,0.0,0.0,0.0
of_farneback__robust_ossm_ekf,20_1,cohface_20_1,data/cohface_20_1.pkl,0.3,0.37,0.93,0.2931693070754089,8.709108337679938,0.08,0.1,1.0,12.931956221503842,0.026306082,0.0,0.415539943014702,0.0,0.0,1.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.3,0.08,,,0.7199558734722755,0.1984246040858401,0.2610290930165657,0.2899944366644618,0.0,1.7058148282560484,1.377006747763096,0.6539499578520632,0.4529056727673631,1.035524559083378,0.2386037576770168,0.0,0.0,,,0.0,0.0,0.0
dof__robust_ossm_ekf,20_1,cohface_20_1,data/cohface_20_1.pkl,0.45,0.56,0.85,0.3394166788959689,5.142314014394528,0.5,0.57,0.93,8.495350517502244,0.0564752,0.0339123242349048,0.1265488540957101,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.39,0.36,,,0.7199558734722755,0.1984246040858401,0.2869743592949517,0.3652555283488723,0.0049627791563275,1.5690214761450163,1.377006747763096,0.6117284497196632,0.3109107936969045,1.0761835647196587,0.3460603122703247,0.06,0.14,,,0.0,0.0,0.0
profile1d_linear__robust_ossm_ekf,20_1,cohface_20_1,data/cohface_20_1.pkl,0.24,0.31,0.95,0.2250651533749132,10.250430754608894,0.08,0.1,1.0,14.766102013723112,0.023501351,0.0,0.1500766311509122,0.0,0.0,1.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.23,0.12,,,0.7199558734722755,0.1984246040858401,0.2434239859855857,0.3211814436167188,0.0016542597187758,1.440431262542339,1.377006747763096,0.723021639406506,0.4591253425931635,1.0629560145398582,0.2511044729695295,0.009999999999999981,-0.039999999999999994,,,0.0,1.0,0.0
profile1d_quadratic__robust_ossm_ekf,20_1,cohface_20_1,data/cohface_20_1.pkl,0.27,0.35,0.94,0.2592057830781542,9.067533904516846,0.15,0.18,0.99,13.935116803932194,0.03542702,0.0,0.3129849653416733,0.0,0.0,1.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.27,0.17,,,0.7199558734722755,0.1984246040858401,0.2483949579894349,0.3634986149732501,0.0,1.5946669348625275,1.377006747763096,0.6370439455336451,0.4154712800504,1.0552130957240242,0.26947983593202,0.0,-0.020000000000000018,,,0.0,1.0,0.0
profile1d_cubic__robust_ossm_ekf,20_1,cohface_20_1,data/cohface_20_1.pkl,0.27,0.36,0.94,0.2627011687497096,8.918621545682313,0.16,0.18,0.99,13.584536113254458,0.033346545,0.0,0.2824554070005298,0.0,0.0,1.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.27,0.17,,,0.7199558734722755,0.1984246040858401,0.2495123345956582,0.3560922306404157,0.0,1.7806933626336692,1.377006747763096,0.6063088105020769,0.3969600591672644,1.177678742656485,0.2651179282660992,0.0,-0.010000000000000009,,,0.0,1.0,0.0
of_farneback__robust_ossm_ekf,30_3,cohface_30_3,data/cohface_30_3.pkl,0.42,0.54,0.86,0.3082321324997606,5.498342021792685,0.08,0.11,0.87,15.288395957814616,0.030089773,0.0,0.3062217170529815,0.0,0.0,1.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.41,0.08,,,0.5844114876194118,0.1396463133058912,0.3604123490888882,0.3473115347784266,0.0024410089503661,1.9225260874544785,1.265327995281193,0.6778030812643991,0.3243109324125153,1.0419085684201912,0.4624654894510256,0.010000000000000009,0.0,,,0.0,0.0,0.0
dof__robust_ossm_ekf,30_3,cohface_30_3,data/cohface_30_3.pkl,0.69,0.88,0.59,0.4082525872737018,1.3011229105814568,6.02,6.57,0.13,1.0707673005212195,1.1321454,0.0927583401139137,0.1691238286665418,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.6,2.65,,,0.5844114876194118,0.1396463133058912,0.3404403809574064,0.3737230998368662,0.0089503661513425,1.6916369758508305,1.265327995281193,0.5597208924226105,0.2468324259975554,1.0724595762574924,0.47030278419808447,0.08999999999999997,3.3699999999999997,,,0.0,0.0,0.0
profile1d_linear__robust_ossm_ekf,30_3,cohface_30_3,data/cohface_30_3.pkl,0.34,0.42,0.91,0.2851908812170967,7.667426837130141,0.14,0.17,0.34,17.52843821216245,0.020785213,0.0,0.2861249459193737,0.0,0.0,1.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.32,0.14,,,0.5844114876194118,0.1396463133058912,0.4116424333630721,0.3059629833363654,0.0,1.6426001901771907,1.265327995281193,0.7206919982685445,0.302130223648623,1.0531037718107972,0.514329687827094,0.020000000000000018,0.0,,,0.0,0.0,0.0
profile1d_quadratic__robust_ossm_ekf,30_3,cohface_30_3,data/cohface_30_3.pkl,0.34,0.43,0.91,0.279633466108373,7.53008417977126,0.06,0.08,0.94,19.72510580224208,0.025121775,0.0797396257119609,0.3012655982804365,0.0,0.0,1.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.31,0.07,,,0.5844114876194118,0.1396463133058912,0.3647430463075037,0.3014919988371733,0.0,1.7814839333925416,1.265327995281193,0.6704818588018501,0.3249744751882934,1.0572345884197405,0.4330795989015807,0.030000000000000027,-0.010000000000000009,,,0.0,1.0,0.0
profile1d_cubic__robust_ossm_ekf,30_3,cohface_30_3,data/cohface_30_3.pkl,0.34,0.43,0.91,0.2816556076725882,7.497278192909263,0.05,0.07,0.96,19.754465674828552,0.026465204,0.000813669650122,0.2482263994910377,0.0,0.0,1.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.31,0.06,,,0.5844114876194118,0.1396463133058912,0.3640750293618708,0.304275881662813,0.000813669650122,2.042889453466305,1.265327995281193,0.6424609337316144,0.3100217610403503,1.1877194047930713,0.43681950824274063,0.030000000000000027,-0.009999999999999995,,,0.0,1.0,0.0
of_farneback__robust_ossm_ekf,24_3,cohface_24_3,data/cohface_24_3.pkl,0.43,0.57,0.84,0.4007414385516902,4.979520706922674,0.18,0.26,0.99,5.365600179984057,0.092080235,0.0132450331125827,0.1741197315475868,0.0,0.0,1.0,of_farneback,robust_ossm_ekf,of_farneback__kfstd,0.41,0.2,,,0.5283780058605468,0.2349150328613488,0.3052788216417733,0.0381277607533456,0.0,2.034323491966429,1.4463385624365628,0.5474488774525131,0.4770444288163922,1.049837855035786,0.29424165666079166,0.020000000000000018,-0.020000000000000018,,,0.0,1.0,0.0
dof__robust_ossm_ekf,24_3,cohface_24_3,data/cohface_24_3.pkl,0.83,1.07,0.4,0.5870690164958352,-0.6357733009140261,2.57,3.22,0.35,3.8040673188352567,0.13196409,0.0504966887417218,0.2625736719458144,0.0,0.0,1.0,dof,robust_ossm_ekf,dof__kfstd,0.87,3.92,,,0.5283780058605468,0.2349150328613488,0.3517757892113792,0.2941402666222369,0.0149006622516556,1.6913450211373582,1.4463385624365628,0.5427982929280063,0.3037318053229978,1.0655580090597965,0.5582252862721518,-0.040000000000000036,-1.35,,,1.0,1.0,1.0
profile1d_linear__robust_ossm_ekf,24_3,cohface_24_3,data/cohface_24_3.pkl,0.38,0.5,0.88,0.3562142822371019,6.0711647060401805,0.16,0.2,1.0,6.735354086862148,0.35446697,0.0322847682119205,0.1512854972539126,0.0,0.0,1.0,profile1d_linear,robust_ossm_ekf,profile1d_linear__kfstd,0.38,0.36,,,0.5283780058605468,0.2349150328613488,0.2825912330814338,0.028852718001531,0.0,1.6046766800972945,1.4463385624365628,0.6102543743007436,0.5336097342637006,1.0632235059384516,0.256210689082907,0.0,-0.19999999999999998,,,0.0,1.0,0.0
profile1d_quadratic__robust_ossm_ekf,24_3,cohface_24_3,data/cohface_24_3.pkl,0.39,0.49,0.88,0.361176863159,6.150363323021497,0.18,0.26,1.0,6.4876052883437865,0.24308684,0.0,0.4517159674977384,0.0,0.0,1.0,profile1d_quadratic,robust_ossm_ekf,profile1d_quadratic__kfstd,0.36,0.39,,,0.5283780058605468,0.2349150328613488,0.3064912569076033,0.0835593225668982,0.0,1.921639088776653,1.4463385624365628,0.4992575503053332,0.4266003761949135,1.051374442740105,0.29932543778644927,0.030000000000000027,-0.21000000000000002,,,0.0,1.0,0.0
profile1d_cubic__robust_ossm_ekf,24_3,cohface_24_3,data/cohface_24_3.pkl,0.39,0.49,0.88,0.3587374033992694,6.190278805278673,0.19,0.28,0.99,6.433825560902601,0.23638055,0.0,0.1971423624649583,0.0,0.0,1.0,profile1d_cubic,robust_ossm_ekf,profile1d_cubic__kfstd,0.35,0.41,,,0.5283780058605468,0.2349150328613488,0.3068599955941836,0.0887039827458832,0.0,2.160386870996521,1.4463385624365628,0.4808436665097026,0.4059270129290975,1.2030747956480434,0.30297344097719237,0.040000000000000036,-0.21999999999999997,,,0.0,1.0,0.0
